,date,trial_end_date,h_clients_hk,Test_group,Prolongation_tariff,prolongation_date,price_payed,converted,,,,profi,1390,258,,,,,,,,
1 281,17.03.2026,17.03.2026,Client_id_1281,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 282,21.03.2026,21.03.2026,Client_id_1282,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 283,20.03.2026,20.03.2026,Client_id_1283,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 284,16.03.2026,16.03.2026,Client_id_1284,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 285,19.03.2026,19.03.2026,Client_id_1285,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 286,16.03.2026,16.03.2026,Client_id_1286,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 287,18.03.2026,18.03.2026,Client_id_1287,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 288,18.03.2026,18.03.2026,Client_id_1288,A,profi,25.03.2026,1390,1,,,,,,,,,,,,,,
1 289,16.03.2026,16.03.2026,Client_id_1289,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
1 290,20.03.2026,20.03.2026,Client_id_1290,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 291,17.03.2026,17.03.2026,Client_id_1291,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 292,18.03.2026,18.03.2026,Client_id_1292,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 293,16.03.2026,16.03.2026,Client_id_1293,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 294,21.03.2026,21.03.2026,Client_id_1294,A,business,03.04.2026,2200,0,,,,,,,,,,,,,,
1 295,18.03.2026,18.03.2026,Client_id_1295,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 296,21.03.2026,21.03.2026,Client_id_1296,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
1 297,16.03.2026,16.03.2026,Client_id_1297,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 298,21.03.2026,21.03.2026,Client_id_1298,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 299,18.03.2026,18.03.2026,Client_id_1299,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 300,16.03.2026,16.03.2026,Client_id_1300,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 301,18.03.2026,18.03.2026,Client_id_1301,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 302,21.03.2026,21.03.2026,Client_id_1302,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 303,22.03.2026,22.03.2026,Client_id_1303,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 304,19.03.2026,19.03.2026,Client_id_1304,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 305,17.03.2026,17.03.2026,Client_id_1305,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 306,22.03.2026,22.03.2026,Client_id_1306,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 307,18.03.2026,18.03.2026,Client_id_1307,A,business,25.03.2026,2200,1,,,,,,,,,,,,,,
1 308,17.03.2026,17.03.2026,Client_id_1308,A,business,28.03.2026,2200,0,,,,,,,,,,,,,,
1 309,22.03.2026,22.03.2026,Client_id_1309,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 310,20.03.2026,20.03.2026,Client_id_1310,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 311,19.03.2026,19.03.2026,Client_id_1311,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 312,20.03.2026,20.03.2026,Client_id_1312,A,business_plus,23.03.2026,2700,1,,,,,,,,,,,,,,
1 313,22.03.2026,22.03.2026,Client_id_1313,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
1 314,20.03.2026,20.03.2026,Client_id_1314,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 315,17.03.2026,17.03.2026,Client_id_1315,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 316,21.03.2026,21.03.2026,Client_id_1316,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 317,16.03.2026,16.03.2026,Client_id_1317,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 318,20.03.2026,20.03.2026,Client_id_1318,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 319,18.03.2026,18.03.2026,Client_id_1319,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 320,21.03.2026,21.03.2026,Client_id_1320,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 321,20.03.2026,20.03.2026,Client_id_1321,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 322,17.03.2026,17.03.2026,Client_id_1322,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 323,18.03.2026,18.03.2026,Client_id_1323,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 324,22.03.2026,22.03.2026,Client_id_1324,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 325,19.03.2026,19.03.2026,Client_id_1325,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 326,20.03.2026,20.03.2026,Client_id_1326,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 327,16.03.2026,16.03.2026,Client_id_1327,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 328,20.03.2026,20.03.2026,Client_id_1328,A,business_plus,21.03.2026,2700,1,,,,,,,,,,,,,,
1 329,21.03.2026,21.03.2026,Client_id_1329,A,business_plus,31.03.2026,2700,1,,,,,,,,,,,,,,
1 330,17.03.2026,17.03.2026,Client_id_1330,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 331,18.03.2026,18.03.2026,Client_id_1331,A,profi,30.03.2026,1390,0,,,,,,,,,,,,,,
1 332,18.03.2026,18.03.2026,Client_id_1332,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
1 333,16.03.2026,16.03.2026,Client_id_1333,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 334,22.03.2026,22.03.2026,Client_id_1334,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
1 335,18.03.2026,18.03.2026,Client_id_1335,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 336,17.03.2026,17.03.2026,Client_id_1336,A,business_plus,31.03.2026,2700,0,,,,,,,,,,,,,,
1 337,21.03.2026,21.03.2026,Client_id_1337,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 338,19.03.2026,19.03.2026,Client_id_1338,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
1 339,16.03.2026,16.03.2026,Client_id_1339,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 340,17.03.2026,17.03.2026,Client_id_1340,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 341,22.03.2026,22.03.2026,Client_id_1341,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 342,21.03.2026,21.03.2026,Client_id_1342,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 343,22.03.2026,22.03.2026,Client_id_1343,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
1 344,19.03.2026,19.03.2026,Client_id_1344,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
1 345,18.03.2026,18.03.2026,Client_id_1345,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 346,19.03.2026,19.03.2026,Client_id_1346,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 347,17.03.2026,17.03.2026,Client_id_1347,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 348,22.03.2026,22.03.2026,Client_id_1348,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 349,21.03.2026,21.03.2026,Client_id_1349,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 350,22.03.2026,22.03.2026,Client_id_1350,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 351,20.03.2026,20.03.2026,Client_id_1351,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 352,19.03.2026,19.03.2026,Client_id_1352,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 353,20.03.2026,20.03.2026,Client_id_1353,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 354,16.03.2026,16.03.2026,Client_id_1354,A,business_plus,29.03.2026,2700,0,,,,,,,,,,,,,,
1 355,17.03.2026,17.03.2026,Client_id_1355,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 356,22.03.2026,22.03.2026,Client_id_1356,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 357,18.03.2026,18.03.2026,Client_id_1357,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 358,16.03.2026,16.03.2026,Client_id_1358,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 359,17.03.2026,17.03.2026,Client_id_1359,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 360,21.03.2026,21.03.2026,Client_id_1360,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 361,18.03.2026,18.03.2026,Client_id_1361,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 362,21.03.2026,21.03.2026,Client_id_1362,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 363,18.03.2026,18.03.2026,Client_id_1363,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 364,16.03.2026,16.03.2026,Client_id_1364,A,business,18.03.2026,2200,1,,,,,,,,,,,,,,
1 365,17.03.2026,17.03.2026,Client_id_1365,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 366,20.03.2026,20.03.2026,Client_id_1366,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 367,19.03.2026,19.03.2026,Client_id_1367,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 368,18.03.2026,18.03.2026,Client_id_1368,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 369,18.03.2026,18.03.2026,Client_id_1369,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 370,17.03.2026,17.03.2026,Client_id_1370,A,profi,18.03.2026,1390,1,,,,,,,,,,,,,,
1 371,21.03.2026,21.03.2026,Client_id_1371,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 372,17.03.2026,17.03.2026,Client_id_1372,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 373,16.03.2026,16.03.2026,Client_id_1373,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 374,17.03.2026,17.03.2026,Client_id_1374,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 375,16.03.2026,16.03.2026,Client_id_1375,A,profi,20.03.2026,1390,1,,,,,,,,,,,,,,
1 376,20.03.2026,20.03.2026,Client_id_1376,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 377,18.03.2026,18.03.2026,Client_id_1377,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 378,18.03.2026,18.03.2026,Client_id_1378,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 379,16.03.2026,16.03.2026,Client_id_1379,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 380,16.03.2026,16.03.2026,Client_id_1380,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 381,21.03.2026,21.03.2026,Client_id_1381,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 382,19.03.2026,19.03.2026,Client_id_1382,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 383,22.03.2026,22.03.2026,Client_id_1383,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 384,19.03.2026,19.03.2026,Client_id_1384,A,business_plus,19.03.2026,2700,1,,,,,,,,,,,,,,
1 385,22.03.2026,22.03.2026,Client_id_1385,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 386,18.03.2026,18.03.2026,Client_id_1386,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 387,20.03.2026,20.03.2026,Client_id_1387,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 388,22.03.2026,22.03.2026,Client_id_1388,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 389,21.03.2026,21.03.2026,Client_id_1389,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 390,21.03.2026,21.03.2026,Client_id_1390,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 391,20.03.2026,20.03.2026,Client_id_1391,A,profi,27.03.2026,1390,1,,,,,,,,,,,,,,
1 392,21.03.2026,21.03.2026,Client_id_1392,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 393,20.03.2026,20.03.2026,Client_id_1393,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 394,16.03.2026,16.03.2026,Client_id_1394,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 395,20.03.2026,20.03.2026,Client_id_1395,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 396,18.03.2026,18.03.2026,Client_id_1396,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 397,16.03.2026,16.03.2026,Client_id_1397,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 398,21.03.2026,21.03.2026,Client_id_1398,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 399,21.03.2026,21.03.2026,Client_id_1399,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 400,19.03.2026,19.03.2026,Client_id_1400,A,profi,29.03.2026,1390,1,,,,,,,,,,,,,,
1 401,16.03.2026,16.03.2026,Client_id_1401,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 402,19.03.2026,19.03.2026,Client_id_1402,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 403,20.03.2026,20.03.2026,Client_id_1403,A,business,21.03.2026,2200,1,,,,,,,,,,,,,,
1 404,20.03.2026,20.03.2026,Client_id_1404,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 405,17.03.2026,17.03.2026,Client_id_1405,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 406,17.03.2026,17.03.2026,Client_id_1406,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 407,22.03.2026,22.03.2026,Client_id_1407,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 408,21.03.2026,21.03.2026,Client_id_1408,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 409,19.03.2026,19.03.2026,Client_id_1409,A,profi,01.04.2026,1390,0,,,,,,,,,,,,,,
1 410,18.03.2026,18.03.2026,Client_id_1410,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 411,22.03.2026,22.03.2026,Client_id_1411,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 412,16.03.2026,16.03.2026,Client_id_1412,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 413,22.03.2026,22.03.2026,Client_id_1413,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 414,20.03.2026,20.03.2026,Client_id_1414,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 415,18.03.2026,18.03.2026,Client_id_1415,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 416,17.03.2026,17.03.2026,Client_id_1416,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 417,17.03.2026,17.03.2026,Client_id_1417,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 418,18.03.2026,18.03.2026,Client_id_1418,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 419,17.03.2026,17.03.2026,Client_id_1419,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 420,19.03.2026,19.03.2026,Client_id_1420,A,business_plus,19.03.2026,2700,1,,,,,,,,,,,,,,
1 421,16.03.2026,16.03.2026,Client_id_1421,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 422,17.03.2026,17.03.2026,Client_id_1422,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 423,18.03.2026,18.03.2026,Client_id_1423,A,business,23.03.2026,2200,1,,,,,,,,,,,,,,
1 424,16.03.2026,16.03.2026,Client_id_1424,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 425,19.03.2026,19.03.2026,Client_id_1425,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 426,16.03.2026,16.03.2026,Client_id_1426,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
1 427,21.03.2026,21.03.2026,Client_id_1427,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 428,17.03.2026,17.03.2026,Client_id_1428,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 429,18.03.2026,18.03.2026,Client_id_1429,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 430,21.03.2026,21.03.2026,Client_id_1430,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 431,20.03.2026,20.03.2026,Client_id_1431,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
1 432,16.03.2026,16.03.2026,Client_id_1432,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 433,21.03.2026,21.03.2026,Client_id_1433,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 434,19.03.2026,19.03.2026,Client_id_1434,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 435,18.03.2026,18.03.2026,Client_id_1435,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 436,20.03.2026,20.03.2026,Client_id_1436,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 437,17.03.2026,17.03.2026,Client_id_1437,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 438,17.03.2026,17.03.2026,Client_id_1438,A,profi,29.03.2026,1390,0,,,,,,,,,,,,,,
1 439,18.03.2026,18.03.2026,Client_id_1439,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 440,17.03.2026,17.03.2026,Client_id_1440,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 441,21.03.2026,21.03.2026,Client_id_1441,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 442,18.03.2026,18.03.2026,Client_id_1442,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 443,22.03.2026,22.03.2026,Client_id_1443,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 444,20.03.2026,20.03.2026,Client_id_1444,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 445,19.03.2026,19.03.2026,Client_id_1445,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 446,22.03.2026,22.03.2026,Client_id_1446,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 447,21.03.2026,21.03.2026,Client_id_1447,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 448,22.03.2026,22.03.2026,Client_id_1448,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 449,16.03.2026,16.03.2026,Client_id_1449,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 450,20.03.2026,20.03.2026,Client_id_1450,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 451,16.03.2026,16.03.2026,Client_id_1451,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 452,21.03.2026,21.03.2026,Client_id_1452,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 453,21.03.2026,21.03.2026,Client_id_1453,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 454,19.03.2026,19.03.2026,Client_id_1454,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 455,20.03.2026,20.03.2026,Client_id_1455,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 456,22.03.2026,22.03.2026,Client_id_1456,A,profi,01.04.2026,1390,1,,,,,,,,,,,,,,
1 457,16.03.2026,16.03.2026,Client_id_1457,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
1 458,17.03.2026,17.03.2026,Client_id_1458,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 459,20.03.2026,20.03.2026,Client_id_1459,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 460,19.03.2026,19.03.2026,Client_id_1460,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
1 461,20.03.2026,20.03.2026,Client_id_1461,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 462,21.03.2026,21.03.2026,Client_id_1462,A,profi,03.04.2026,1390,0,,,,,,,,,,,,,,
1 463,19.03.2026,19.03.2026,Client_id_1463,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 464,22.03.2026,22.03.2026,Client_id_1464,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 465,17.03.2026,17.03.2026,Client_id_1465,A,profi,21.03.2026,1390,1,,,,,,,,,,,,,,
1 466,17.03.2026,17.03.2026,Client_id_1466,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 467,17.03.2026,17.03.2026,Client_id_1467,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 468,17.03.2026,17.03.2026,Client_id_1468,A,profi,19.03.2026,1390,1,,,,,,,,,,,,,,
1 469,22.03.2026,22.03.2026,Client_id_1469,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 470,21.03.2026,21.03.2026,Client_id_1470,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 471,22.03.2026,22.03.2026,Client_id_1471,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 472,16.03.2026,16.03.2026,Client_id_1472,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
1 473,21.03.2026,21.03.2026,Client_id_1473,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 474,16.03.2026,16.03.2026,Client_id_1474,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
1 475,22.03.2026,22.03.2026,Client_id_1475,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
1 476,16.03.2026,16.03.2026,Client_id_1476,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 477,22.03.2026,22.03.2026,Client_id_1477,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 478,21.03.2026,21.03.2026,Client_id_1478,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 479,18.03.2026,18.03.2026,Client_id_1479,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 480,21.03.2026,21.03.2026,Client_id_1480,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 481,18.03.2026,18.03.2026,Client_id_1481,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 482,21.03.2026,21.03.2026,Client_id_1482,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 483,21.03.2026,21.03.2026,Client_id_1483,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 484,22.03.2026,22.03.2026,Client_id_1484,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 485,21.03.2026,21.03.2026,Client_id_1485,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 486,18.03.2026,18.03.2026,Client_id_1486,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 487,18.03.2026,18.03.2026,Client_id_1487,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 488,21.03.2026,21.03.2026,Client_id_1488,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 489,20.03.2026,20.03.2026,Client_id_1489,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 490,19.03.2026,19.03.2026,Client_id_1490,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 491,21.03.2026,21.03.2026,Client_id_1491,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 492,22.03.2026,22.03.2026,Client_id_1492,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 493,18.03.2026,18.03.2026,Client_id_1493,A,business_plus,31.03.2026,2700,0,,,,,,,,,,,,,,
1 494,22.03.2026,22.03.2026,Client_id_1494,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 495,20.03.2026,20.03.2026,Client_id_1495,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 496,22.03.2026,22.03.2026,Client_id_1496,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
1 497,16.03.2026,16.03.2026,Client_id_1497,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 498,19.03.2026,19.03.2026,Client_id_1498,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 499,20.03.2026,20.03.2026,Client_id_1499,A,business,25.03.2026,2200,1,,,,,,,,,,,,,,
1 500,18.03.2026,18.03.2026,Client_id_1500,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 501,18.03.2026,18.03.2026,Client_id_1501,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 502,19.03.2026,19.03.2026,Client_id_1502,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 503,17.03.2026,17.03.2026,Client_id_1503,A,business,29.03.2026,2200,0,,,,,,,,,,,,,,
1 504,16.03.2026,16.03.2026,Client_id_1504,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 505,20.03.2026,20.03.2026,Client_id_1505,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 506,17.03.2026,17.03.2026,Client_id_1506,A,profi,17.03.2026,1390,1,,,,,,,,,,,,,,
1 507,20.03.2026,20.03.2026,Client_id_1507,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 508,18.03.2026,18.03.2026,Client_id_1508,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
1 509,17.03.2026,17.03.2026,Client_id_1509,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
1 510,18.03.2026,18.03.2026,Client_id_1510,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
1 511,18.03.2026,18.03.2026,Client_id_1511,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
1 512,17.03.2026,17.03.2026,Client_id_1512,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 513,20.03.2026,20.03.2026,Client_id_1513,A,profi,01.04.2026,1390,0,,,,,,,,,,,,,,
1 514,16.03.2026,16.03.2026,Client_id_1514,A,business,19.03.2026,2200,1,,,,,,,,,,,,,,
1 515,17.03.2026,17.03.2026,Client_id_1515,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
1 516,21.03.2026,21.03.2026,Client_id_1516,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 517,20.03.2026,20.03.2026,Client_id_1517,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
1 518,21.03.2026,21.03.2026,Client_id_1518,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 519,21.03.2026,21.03.2026,Client_id_1519,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
1 520,16.03.2026,16.03.2026,Client_id_1520,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
1 521,18.03.2026,18.03.2026,Client_id_1521,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
1 522,19.03.2026,19.03.2026,Client_id_1522,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 523,16.03.2026,16.03.2026,Client_id_1523,A,business,30.03.2026,2200,0,,,,,,,,,,,,,,
1 524,18.03.2026,18.03.2026,Client_id_1524,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
1 525,17.03.2026,17.03.2026,Client_id_1525,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
1 526,19.03.2026,19.03.2026,Client_id_1526,A,business,25.03.2026,2200,1,,,,,,,,,,,,,,
1 527,19.03.2026,19.03.2026,Client_id_1527,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
1 528,21.03.2026,21.03.2026,Client_id_1528,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
1 529,18.03.2026,18.03.2026,Client_id_1529,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
1 530,22.03.2026,22.03.2026,Client_id_1530,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
1 531,20.03.2026,20.03.2026,Client_id_1531,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
